Trip ID,Days on trips,From,To,Description,Mode,Stay type,Days of Stay
2020_1,3,"Sat, 25-Jan","Mon, 27-Jan",Mahabaleshwar - LeMeridien Anniversary,Gaadi - Baleno ,Hotel,2
2020_2,7,"Thu, 5-Mar","Wed, 11-Mar",Bali,Flight,Hotel,6
2020_3,3,"Sat, 12-Dec","Mon, 14-Dec",Pune,Gaadi - Baleno ,Hotel,2
2020_4,3,"Wed, 30-Dec","Fri, 1-Jan",Lavasa NYE w/ Super Six,Gaadi - Baleno + Innova,Home,2
